-5,048694E-05 
-3,884489E-05 
-2,707917E-05 
-1,74297E-05 
-7,872647E-06 
1,42334E-06 
1,492563E-05 
2,720748E-05 
3,872697E-05 
4,867251E-05 
5,857844E-05 
7,052832E-05 
8,16238E-05 
8,517874E-05 
9,464916E-05 
9,876482E-05 
0,0001031883 
0,000108863 
0,0001147932 
0,0001162081 
0,0001166079 
0,0001185584 
0,0001197048 
0,0001212242 
0,0001209776 
0,0001193861 
0,0001185258 
0,0001177745 
0,0001153853 
0,0001136346 
0,0001086302 
0,0001064546 
0,0001012013 
9,833184E-05 
9,281809E-05 
8,966291E-05 
8,557405E-05 
7,954612E-05 
7,451401E-05 
6,842161E-05 
6,614195E-05 
6,020723E-05 
5,227328E-05 
4,799989E-05 
4,63169E-05 
4,112741E-05 
3,408602E-05 
3,388643E-05 
3,385602E-05 
2,757576E-05 
2,647521E-05 
2,107714E-05 
1,781877E-05 
1,332782E-05 
1,044394E-05 
4,297755E-06 
1,793904E-07 
-6,165529E-06 
-1,102787E-05 
-1,343873E-05 
-1,654039E-05 
-2,195426E-05 
-2,689821E-05 
-3,210472E-05 
-3,769333E-05 
-4,162152E-05 
-4,755514E-05 
-4,712305E-05 
-4,825095E-05 
-5,289757E-05 
-5,434714E-05 
-5,760258E-05 
-6,087661E-05 
-6,449197E-05 
-6,730256E-05 
-6,742159E-05 
-6,740913E-05 
-6,774154E-05 
-6,82884E-05 
-6,87593E-05 
-6,819057E-05 
-7,069598E-05 
-6,913354E-05 
-6,892347E-05 
-7,005257E-05 
-6,806111E-05 
-6,781361E-05 
-7,196144E-05 
-6,991582E-05 
-7,049276E-05 
-7,041448E-05 
-7,245184E-05 
-6,934227E-05 
-7,390628E-05 
-7,426E-05 
-7,23464E-05 
-7,249496E-05 
-7,418147E-05 
-7,113727E-05 
-7,256522E-05 
-7,114108E-05 
-7,137079E-05 
-7,173973E-05 
-7,179521E-05 
-7,177595E-05 
-7,367948E-05 
-7,251187E-05 
-7,11215E-05 
-7,23456E-05 
-6,639176E-05 
-6,761535E-05 
-6,65339E-05 
-6,77143E-05 
-6,317186E-05 
-6,513391E-05 
-6,194977E-05 
-6,242529E-05 
-6,234104E-05 
-6,210943E-05 
-6,00266E-05 
-6,027433E-05 
-5,758737E-05 
-5,699988E-05 
-5,404042E-05 
-5,371804E-05 
-5,335829E-05 
-5,040364E-05 
-4,854447E-05 
-4,710792E-05 
-4,90417E-05 
-4,794461E-05 
-4,53192E-05 
-4,153988E-05 
-4,159107E-05 
-4,215621E-05 
-3,741396E-05 
-3,994565E-05 
-3,792175E-05 
-3,30574E-05 
-3,441086E-05 
-3,572895E-05 
-3,382193E-05 
-3,612463E-05 
-3,45243E-05 
-3,605096E-05 
-3,585696E-05 
-3,551202E-05 
-3,576852E-05 
-3,868325E-05 
-3,810954E-05 
-3,900858E-05 
-4,108428E-05 
-3,893257E-05 
-4,140905E-05 
-4,180978E-05 
-4,140331E-05 
-4,149803E-05 
-4,381018E-05 
-4,291664E-05 
-4,483857E-05 
-4,275777E-05 
-4,491904E-05 
-4,605098E-05 
-4,321046E-05 
-4,488355E-05 
-4,276712E-05 
-4,285289E-05 
-4,298176E-05 
-4,227071E-05 
-4,219809E-05 
-4,102961E-05 
-4,148913E-05 
-4,018634E-05 
-4,178011E-05 
-4,326085E-05 
-4,024971E-05 
-4,562039E-05 
-4,476709E-05 
-4,532215E-05 
-4,469516E-05 
-4,844398E-05 
-4,356288E-05 
